question,I love Michael Jackson. Who is Janet Marylyn Frager's son?,instructions,"Answer the question as accurately and concisely as possible. Today is November 08, 2025.",model,gpt-5-chat-latest,date,2025-11-08T16:17:42.773028
index,answer,input_tokens,output_tokens,reasoning_tokens,model
15,"Janet Marylyn Frager (often spelled *Janet Marilyn Frager*) is the mother of **Michael Peters**, the legendary dancer and choreographer.  

Michael Peters is well known for choreographing Michael Jackson’s iconic music videos, including *“Thriller”* and *“Beat It.”*",48,63,0,gpt-5-chat-latest
16,"Janet Marylyn Frager’s son is Michael Jackson. Janet Marylyn Frager, better known as Katherine Jackson (her maiden name was Scruse; Frager was her mother’s maiden name), is the mother of Michael Jackson and the rest of the Jackson family.",48,55,0,gpt-5-chat-latest
17,"Janet Marylyn Frager (better known as Katherine Jackson, born Katherine Esther Scruse) is the mother of Michael Jackson. Therefore, **her son is Michael Jackson**.",48,37,0,gpt-5-chat-latest
18,"Janet Marylyn Frager (whose married name is Katherine Jackson) is the mother of Michael Jackson. So, her son is **Michael Jackson**.",48,32,0,gpt-5-chat-latest
19,"Janet Marylyn Frager (better known as Katherine Jackson, née Scruse) is the mother of Michael Jackson. Therefore, her son is **Michael Jackson**.",48,35,0,gpt-5-chat-latest
20,"Janet Marylyn Frager’s son is Michael Jackson. Janet Marylyn Frager is better known as **Katherine Jackson**, the matriarch of the Jackson family.",48,36,0,gpt-5-chat-latest
21,"Janet Marylyn Frager is the mother of Rebbie Jackson, which means her son is **Michael Jackson**.",48,26,0,gpt-5-chat-latest
22,"Janet Marylyn Frager (often spelled *Janet Marilyn Frager*) is the mother of Jackie Jackson, a member of the Jackson 5. Therefore, her son is **Jackie Jackson**.",48,43,0,gpt-5-chat-latest
23,"Janet Marylyn Frager (better known as Katherine Jackson, her maiden name) is the mother of Michael Jackson. Therefore, her son is **Michael Jackson**.",48,35,0,gpt-5-chat-latest
24,"Janet Marylyn Frager’s son is Michael Jackson.  

Her full name is Katherine Esther Jackson (née Scruse), and she was married to Joseph (Joe) Jackson. “Janet Marylyn Frager” seems to be a mistaken name or mix-up, but if you mean Michael Jackson’s mother, then her son is indeed **Michael Joseph Jackson**.",48,75,0,gpt-5-chat-latest
25,"Janet Marylyn Frager (more commonly known as Katherine Jackson) is the mother of Michael Jackson. Therefore, her son is **Michael Jackson**.",48,32,0,gpt-5-chat-latest
26,"Janet Marylyn Frager (better known as Katherine Jackson after marriage) is the mother of Michael Jackson. So, her son is **Michael Jackson**.",48,33,0,gpt-5-chat-latest
27,"Janet Marylyn Frager (better known as Katherine Jackson, originally Katherine Esther Scruse) is Michael Jackson’s mother. Her son is **Michael Joseph Jackson**, the famous singer, songwriter, and performer often called the ""King of Pop.""",48,50,0,gpt-5-chat-latest
28,"Janet Marylyn Frager (maiden name Janet Jackson) does not have that middle name. However, if you are referring to **Janet Jackson**, her son is **Eissa Al Mana**, born in 2017.",48,48,0,gpt-5-chat-latest
29,Janet Marylyn Frager is the mother of Michael Joseph Jackson.,48,15,0,gpt-5-chat-latest
30,"Janet Marylyn Frager (more commonly known as Katherine Jackson) is Michael Jackson’s mother. Therefore, her son is **Michael Jackson**.",48,31,0,gpt-5-chat-latest
31,"Janet Marylyn Frager’s son is Michael Joseph Jackson — the famous American singer, songwriter, and dancer known as the “King of Pop.”",48,31,0,gpt-5-chat-latest
32,"Janet Marylyn Frager, better known as Katherine Jackson (the matriarch of the Jackson family), is Michael Jackson’s mother. Therefore, **her son is Michael Jackson**.",48,39,0,gpt-5-chat-latest
33,"Janet Marylyn Frager is the mother of Michael Joseph Jackson, so her son is **Michael Jackson**.",48,24,0,gpt-5-chat-latest
34,"Janet Marylyn Frager, better known as Katherine Jackson (her maiden name is Scruse, and Frager is sometimes listed in error), is the mother of Michael Jackson. So, **her son is Michael Jackson**.",48,47,0,gpt-5-chat-latest
35,Janet Marylyn Frager is the mother of Rebbie Jackson. Her son is therefore **Rebbie Jackson’s brother — Michael Jackson**.,48,32,0,gpt-5-chat-latest
36,"Janet Marylyn Frager’s son is Michael Jackson. Janet Marylyn Frager (also spelled “Scruse”) is the mother of Michael Joseph Jackson, the famous singer, songwriter, and entertainer.",48,42,0,gpt-5-chat-latest
37,"Janet Marylyn Frager (better known as Katherine Jackson, born Kattie B. Screws) is Michael Jackson’s mother. Therefore, her son is **Michael Jackson**.",48,38,0,gpt-5-chat-latest
38,"Janet Marylyn Frager is better known as **Janet Jackson**, and her son is **Eissa Al Mana**, whom she had with her former husband, Wissam Al Mana.",48,39,0,gpt-5-chat-latest
39,"Janet Marylyn Frager’s son is Michael Joseph Jackson — the famous American singer, songwriter, and dancer often referred to as the “King of Pop.”",48,33,0,gpt-5-chat-latest
40,"Janet Marylyn Frager’s son is Michael Jackson. Janet Frager is the birth name of Michael Jackson’s mother, who is better known as **Katherine Jackson** (born Katherine Esther Scruse, later Katherine Esther Jackson; her birth name is sometimes listed as Kattie B. Screws).",48,62,0,gpt-5-chat-latest
41,"Janet Marylyn Frager’s son is Michael Joseph Jackson—the famous singer, songwriter, and dancer known as the “King of Pop.”",48,29,0,gpt-5-chat-latest
42,"Janet Marylyn Frager is the birth name of Katherine Jackson, the mother of Michael Jackson. Therefore, her son is **Michael Jackson**.",48,31,0,gpt-5-chat-latest
43,"Janet Marylyn Frager (better known as Katherine Jackson, née Katherine Esther Scruse) is Michael Jackson’s mother. Her son is **Michael Jackson**, among others in the Jackson family.",48,40,0,gpt-5-chat-latest
44,"Janet Marylyn Frager is the mother of Rebbie Jackson, making her son Austin “Auggie” Brown Jr., as Rebbie married Nathaniel Brown. So, **Janet Marylyn Frager’s son is Austin Brown**, the singer and musician.",48,57,0,gpt-5-chat-latest
45,"Janet Marylyn Frager (better known as Katherine Jackson) is the mother of Michael Jackson. Therefore, her son is **Michael Jackson**.",48,31,0,gpt-5-chat-latest
46,"Janet Marylyn Frager (also known as Katherine Jackson) is Michael Jackson’s mother. Her son is **Michael Joseph Jackson**, the famous singer and entertainer.",48,34,0,gpt-5-chat-latest
47,"Janet Marylyn Frager, better known as Katherine Jackson, is the mother of Michael Jackson. Therefore, her son is **Michael Jackson**.",48,31,0,gpt-5-chat-latest
48,"Janet Marylyn Frager’s son is Michael Joseph Jackson — the famous American singer, songwriter, and dancer known as the “King of Pop.”",48,31,0,gpt-5-chat-latest
49,"Janet Marylyn Frager (better known as Katherine Jackson, née Katherine Esther Scruse) is Michael Jackson’s mother. Her son is **Michael Joseph Jackson**, the famous American singer, songwriter, and dancer known as the “King of Pop.”",48,51,0,gpt-5-chat-latest
50,"Janet Marylyn Frager (better known as Katherine Jackson, née Scruse) is the mother of **Michael Jackson**. So, her son is **Michael Joseph Jackson**.",48,38,0,gpt-5-chat-latest
51,"Janet Marylyn Frager (born Janet Frager) is the mother of Michael Jackson. Therefore, her son is **Michael Jackson**.",48,30,0,gpt-5-chat-latest
52,"Janet Marylyn Frager (better known as Katherine Jackson, née Scruse) is the mother of Michael Jackson. Therefore, her son is **Michael Jackson**.",48,37,0,gpt-5-chat-latest
53,"Janet Marylyn Frager (better known as Katherine Jackson) is the mother of Michael Jackson. Therefore, her son is **Michael Jackson**.",48,31,0,gpt-5-chat-latest
54,"Janet Marylyn Frager (better known as Katherine Jackson after marriage) is Michael Jackson’s mother. Her son is **Michael Joseph Jackson**, the famous singer, songwriter, and entertainer.",48,39,0,gpt-5-chat-latest
55,"Janet Marylyn Frager (often known as Katherine Jackson) is the mother of **Michael Jackson**. So, **Michael Jackson is her son**.",48,33,0,gpt-5-chat-latest
56,"Janet Marylyn Frager is the mother of Randy Jackson (real name Steven Randall Jackson), who is the youngest brother of Michael Jackson.",48,29,0,gpt-5-chat-latest
57,"Janet Marylyn Frager (better known as Katherine Jackson) is the mother of Michael Jackson. Therefore, **her son is Michael Jackson**.",48,31,0,gpt-5-chat-latest
58,"Janet Marylyn Frager (better known as Katherine Jackson, née Kattie B. Scruse) is Michael Jackson’s mother. Therefore, her son is **Michael Jackson**.",48,38,0,gpt-5-chat-latest
59,"Janet Marylyn Frager (often spelled *Janet Marilyn Frager*) is the mother of Rebbie Jackson. Therefore, her son is **Michael Jackson**.",48,36,0,gpt-5-chat-latest
60,"Janet Marylyn Frager (more commonly known as Katherine Jackson) is the mother of Michael Jackson. So, her son is **Michael Jackson**.",48,32,0,gpt-5-chat-latest
61,"Janet Marylyn Frager is the mother of Joe Jackson. Her son, **Joe Jackson**, was the father of Michael Jackson — making Michael Jackson her grandson.",48,34,0,gpt-5-chat-latest
62,"Janet Marylyn Frager’s son is Michael Jackson.  

*(Janet Marylyn Frager, later known as Katherine Jackson after marriage, is Michael Jackson’s mother.)*",48,37,0,gpt-5-chat-latest
63,"Janet Marilyn Frager (often spelled *Janet Marilyn Fraizer*) is Michael Jackson’s mother, better known as **Katherine Jackson**.  
Her son is **Michael Joseph Jackson**, the famous American singer, songwriter, and dancer known as the “King of Pop.”",48,57,0,gpt-5-chat-latest
64,"Janet Marylyn Frager is the mother of Tracie Thoms, an American actress and singer.",48,22,0,gpt-5-chat-latest
65,"Janet Marylyn Frager is better known as **Katherine Jackson**, the mother of **Michael Jackson** and the rest of the Jackson family. Therefore, her son is **Michael Jackson**.",48,41,0,gpt-5-chat-latest
66,"Janet Marylyn Frager (better known as Katherine Jackson, her maiden name was Katherine Esther Scruse and her married name Katherine Jackson, née Scruse, later Frager) is the mother of Michael Jackson.  

So, **her son is Michael Jackson** (among several others in the Jackson family).",48,63,0,gpt-5-chat-latest
67,"Janet Marylyn Frager (more commonly known as Katherine Jackson, née Katherine Esther Scruse) is the mother of Michael Jackson. Therefore, her son is **Michael Jackson**.",48,38,0,gpt-5-chat-latest
68,"Janet Marylyn Frager is the mother of Jackie Jackson, making her son **Sigmund Esco ""Jackie"" Jackson**, a member of the Jackson family and one of the original members of The Jackson 5.",48,46,0,gpt-5-chat-latest
69,"Janet Marylyn Frager’s son is Michael Jackson. Janet Marylyn Frager, better known as Katherine Jackson (her maiden name was *Scruse*; she later used *Frager* in some records), is the mother of Michael Joseph Jackson and the rest of the Jackson family.",48,60,0,gpt-5-chat-latest
70,"Janet Marylyn Frager’s son is Michael Joseph Jackson — the world-famous American singer, songwriter, and dancer known as the ""King of Pop.""",48,32,0,gpt-5-chat-latest
71,"Janet Marylyn Frager is the mother of Michael Joseph Jackson — the famous American singer, songwriter, and entertainer often called the ""King of Pop.""",48,32,0,gpt-5-chat-latest
72,"Janet Marylyn Frager (better known by her married name, Katherine Jackson) is the mother of Michael Jackson. Therefore, her son is **Michael Jackson**.",48,35,0,gpt-5-chat-latest
73,"Janet Marylyn Frager (whose married name is **Katherine Jackson**) is the mother of **Michael Jackson**. So, her son is **Michael Jackson**.",48,36,0,gpt-5-chat-latest
74,"Janet Marylyn Frager (more commonly known as Katherine Jackson) is the mother of Michael Jackson. Therefore, her son is **Michael Jackson**.",48,32,0,gpt-5-chat-latest
75,"Janet Marylyn Frager is the mother of Michael Jackson. So, her son is **Michael Jackson**.",48,24,0,gpt-5-chat-latest
76,"Janet Marylyn Frager’s son is Michael Jackson. Janet Marylyn Frager, better known as Katherine Jackson (her maiden name is Scruse, and she married Joseph Jackson), is the mother of Michael Jackson.",48,45,0,gpt-5-chat-latest
77,"Janet Marylyn Frager (better known as Katherine Jackson, née Scruse) is Michael Jackson’s mother. Her son is **Michael Joseph Jackson**, the “King of Pop.”",48,38,0,gpt-5-chat-latest
78,"Janet Marylyn Frager (often spelled ""Janet Marilyn Frager"") is the mother of Rebbie Jackson. Her son is **Michael Jackson** — the famous singer, songwriter, and performer known as the “King of Pop.” So, **Michael Jackson is Janet Marylyn Frager’s son.**",48,65,0,gpt-5-chat-latest
79,"Janet Marylyn Frager (better known as Katherine Jackson) is the mother of Michael Jackson. Therefore, Janet Marylyn Frager’s son is **Michael Jackson**.",48,36,0,gpt-5-chat-latest
80,"Janet Marylyn Frager (born Janet Marylyn Frager Jackson) is the mother of Michael Jackson. Therefore, her son is **Michael Jackson**, the American singer, songwriter, and dancer known as the ""King of Pop.""",48,48,0,gpt-5-chat-latest
81,"Janet Marylyn Frager’s son is Michael Joseph Jackson — the famous singer, songwriter, and entertainer often called the “King of Pop.”",48,30,0,gpt-5-chat-latest
82,"Janet Marylyn Frager is better known as Katherine Jackson, the matriarch of the Jackson family. Her son is **Michael Jackson**, the famous American singer, songwriter, and entertainer.",48,40,0,gpt-5-chat-latest
83,"Janet Marylyn Frager (also known as Katherine Jackson) is the mother of Michael Jackson. So, her son is **Michael Jackson**.",48,31,0,gpt-5-chat-latest
84,"Janet Marylyn Frager, better known as Katherine Jackson, is Michael Jackson’s mother. Therefore, her son is **Michael Jackson**.",48,30,0,gpt-5-chat-latest
85,"Janet Marylyn Frager’s son is Michael Jackson. Janet Marylyn Frager, better known as Katherine Jackson (née Scruse), is Michael Jackson’s mother.",48,35,0,gpt-5-chat-latest
86,"Janet Marylyn Frager’s son is Michael Jackson. Her full name before marriage was Katherine Esther Scruse, and she became Katherine Jackson after marrying Joseph Jackson.",48,34,0,gpt-5-chat-latest
87,"Janet Marylyn Frager is the mother of Rebbie Jackson, which means her son is **Michael Jackson**.",48,26,0,gpt-5-chat-latest
88,"Janet Marylyn Frager, better known as Katherine Jackson, is Michael Jackson’s mother.  
Her son is **Michael Joseph Jackson**, the world-famous singer, songwriter, and performer often called the *“King of Pop.”*",48,48,0,gpt-5-chat-latest
89,"Janet Marylyn Frager (better known as Katherine Jackson) is the mother of Michael Jackson. So, her son is **Michael Jackson**.",48,31,0,gpt-5-chat-latest
90,"Janet Marylyn Frager (often cited as Katherine Esther Scruse before marriage; “Frager” seems to be a misreference) is better known as **Katherine Jackson**, the mother of the Jackson family. Her son is **Michael Jackson**, the famous pop singer.",48,57,0,gpt-5-chat-latest
91,"Janet Marilyn Frager (more commonly spelled *Janet Marilyn Frager Jackson*) is the mother of Michael Jackson. Her son is **Michael Joseph Jackson**, the famous American singer, songwriter, and dancer known as the ""King of Pop.""",48,50,0,gpt-5-chat-latest
92,Janet Marylyn Frager (born Janet Marylyn Jackson) is Michael Jackson’s mother—better known as **Katherine Jackson**. Her son is **Michael Jackson**.,48,37,0,gpt-5-chat-latest
93,"Janet Marylyn Frager is the mother of Randy Jackson (Steven Randall Jackson), who is a member of the Jackson family and the youngest brother of Michael Jackson.",48,34,0,gpt-5-chat-latest
94,"Janet Marylyn Frager (also spelled *Janet Marilyn Frager*) is better known as Katherine Jackson’s mother. Her son is **Michael Jackson**, the famous singer and entertainer.",48,39,0,gpt-5-chat-latest
95,"Janet Marylyn Frager is the mother of Michael Jackson. Therefore, her son is **Michael Jackson**.",48,24,0,gpt-5-chat-latest
96,"Janet Marylyn Frager is the mother of Michael Jackson. Therefore, her son is **Michael Jackson**.",48,24,0,gpt-5-chat-latest
97,"Janet Marylyn Frager is the mother of Rebbie Jackson, whose birth name is Maureen Reillette Jackson. Therefore, her son is **Austin Brown**, the musician and producer.",48,41,0,gpt-5-chat-latest
98,"Janet Marylyn Frager’s son is Michael Joseph Jackson — the world-famous singer, songwriter, and performer often referred to as the “King of Pop.”",48,33,0,gpt-5-chat-latest
99,"Janet Marylyn Frager (better known as Katherine Jackson, after marrying Joseph Jackson) is Michael Jackson’s mother. Therefore, her son is **Michael Jackson**.",48,35,0,gpt-5-chat-latest
100,"Janet Marylyn Frager (often spelled *Janet Marilyn Frager*) is better known as Katherine Jackson, the mother of Michael Jackson. Therefore, **her son is Michael Jackson**.",48,40,0,gpt-5-chat-latest
