question,Who is Tom Hanks' mother?,instructions,"Answer the question as accurately and concisely as possible. Today is November 08, 2025.",model,gpt-5-chat-latest,date,2025-11-08T16:15:55.680775
index,answer,input_tokens,output_tokens,reasoning_tokens,model
20,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Frager Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
21,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital as part of the medical staff.,41,32,0,gpt-5-chat-latest
22,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
23,Tom Hanks’ mother was Janet Marylyn Frager. She worked in a hospital and had Portuguese ancestry.,41,23,0,gpt-5-chat-latest
24,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese descent.,41,31,0,gpt-5-chat-latest
25,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese ancestry.,41,31,0,gpt-5-chat-latest
26,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
27,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese descent.,41,31,0,gpt-5-chat-latest
28,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry on her father’s side.,41,35,0,gpt-5-chat-latest
29,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese descent.,41,31,0,gpt-5-chat-latest
30,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
31,Tom Hanks’ mother was Janet Marylyn (Frager) Hanks. She worked in a hospital and had Portuguese ancestry.,41,27,0,gpt-5-chat-latest
32,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese descent.,41,31,0,gpt-5-chat-latest
33,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
34,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked as a hospital worker.,41,27,0,gpt-5-chat-latest
35,Tom Hanks’ mother was Janet Marylyn Frager. She worked in a hospital and was of Portuguese descent.,41,24,0,gpt-5-chat-latest
36,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese ancestry.,41,31,0,gpt-5-chat-latest
37,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
38,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
39,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry from the Azores.,41,34,0,gpt-5-chat-latest
40,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese descent on her mother’s side.,41,36,0,gpt-5-chat-latest
41,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese descent.,41,31,0,gpt-5-chat-latest
42,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry on her father’s side.,41,35,0,gpt-5-chat-latest
43,Tom Hanks’ mother was Janet Marylyn (Frager) Hanks. She worked in a hospital and was of Portuguese descent.,41,28,0,gpt-5-chat-latest
44,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked as a hospital worker.,41,27,0,gpt-5-chat-latest
45,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese descent.,41,31,0,gpt-5-chat-latest
46,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
47,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese descent.,41,31,0,gpt-5-chat-latest
48,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
49,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked as a hospital worker.,41,27,0,gpt-5-chat-latest
50,Tom Hanks’ mother was Janet Marylyn (Frager) Hanks. She worked in a hospital and was of Portuguese descent.,41,28,0,gpt-5-chat-latest
51,Tom Hanks' mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
52,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese descent.,41,31,0,gpt-5-chat-latest
53,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
54,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese descent.,41,31,0,gpt-5-chat-latest
55,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese descent.,41,31,0,gpt-5-chat-latest
56,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked as a hospital worker and was of Portuguese descent.,41,32,0,gpt-5-chat-latest
57,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked as a hospital worker and was of Portuguese descent.,41,32,0,gpt-5-chat-latest
58,"Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese descent, through her father’s side.",41,37,0,gpt-5-chat-latest
59,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese descent.,41,31,0,gpt-5-chat-latest
60,Tom Hanks’ mother was Janet Marylyn Frager. She worked in a hospital and had Portuguese ancestry.,41,23,0,gpt-5-chat-latest
61,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry from the Azores.,41,34,0,gpt-5-chat-latest
62,Tom Hanks’ mother was **Janet Marylyn Frager** (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese descent.,41,34,0,gpt-5-chat-latest
63,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese descent.,41,31,0,gpt-5-chat-latest
64,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
65,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
66,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese ancestry.,41,31,0,gpt-5-chat-latest
67,"Tom Hanks’ mother was Janet Marylyn Frager, who worked in a hospital.",41,19,0,gpt-5-chat-latest
68,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese descent.,41,31,0,gpt-5-chat-latest
69,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked as a hospital worker of Portuguese and English descent.,41,32,0,gpt-5-chat-latest
70,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
71,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese ancestry.,41,31,0,gpt-5-chat-latest
72,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry from her father’s side.,41,35,0,gpt-5-chat-latest
73,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
74,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Frager Hanks). She worked in a hospital and had Portuguese ancestry.,41,32,0,gpt-5-chat-latest
75,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese descent on her father’s side.,41,36,0,gpt-5-chat-latest
76,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese descent.,41,31,0,gpt-5-chat-latest
77,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese descent.,41,31,0,gpt-5-chat-latest
78,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked as a hospital worker.,41,27,0,gpt-5-chat-latest
79,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
80,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked as a hospital worker.,41,27,0,gpt-5-chat-latest
81,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese ancestry (her family name “Frager” was originally “Fraga”).,41,44,0,gpt-5-chat-latest
82,Tom Hanks’ mother was **Janet Marylyn Frager (later Janet Marylyn Hanks)**. She worked in a hospital and had Portuguese ancestry.,41,33,0,gpt-5-chat-latest
83,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese descent.,41,31,0,gpt-5-chat-latest
84,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
85,"Tom Hanks’ mother was Janet Marylyn Frager, who worked in a hospital.",41,19,0,gpt-5-chat-latest
86,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
87,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked as a hospital worker and was of Portuguese descent.,41,32,0,gpt-5-chat-latest
88,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
89,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
90,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese ancestry.,41,31,0,gpt-5-chat-latest
91,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
92,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese ancestry on her father’s side.,41,36,0,gpt-5-chat-latest
93,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese descent.,41,31,0,gpt-5-chat-latest
94,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital as a medical worker.,41,30,0,gpt-5-chat-latest
95,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
96,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese ancestry.,41,31,0,gpt-5-chat-latest
97,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and was of Portuguese descent.,41,31,0,gpt-5-chat-latest
98,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
99,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked in a hospital and had Portuguese ancestry.,41,30,0,gpt-5-chat-latest
100,Tom Hanks’ mother was Janet Marylyn Frager (later Janet Marylyn Hanks). She worked as a hospital worker.,41,27,0,gpt-5-chat-latest
